"","POINT_X","POINT_Y","_RUN1","_RUN2","_RUN3","_Full"
"369",11.41667,49.65003,TRUE,TRUE,TRUE,TRUE
"370",11.41667,49.75003,TRUE,TRUE,TRUE,TRUE
"371",11.75,49.25002,TRUE,TRUE,FALSE,TRUE
"372",11.41667,49.55003,FALSE,TRUE,TRUE,TRUE
"373",11.25,49.75003,TRUE,TRUE,TRUE,TRUE
"374",11.58333,49.65003,TRUE,FALSE,TRUE,TRUE
"375",11.25,49.55003,TRUE,TRUE,TRUE,TRUE
"376",11.58333,49.55003,TRUE,TRUE,TRUE,TRUE
"377",11.58333,49.45003,TRUE,FALSE,TRUE,TRUE
"378",11.41667,49.85002,FALSE,TRUE,TRUE,TRUE
"379",11.25,49.65003,TRUE,TRUE,TRUE,TRUE
"380",11.58333,49.75003,TRUE,TRUE,TRUE,TRUE
"381",10.41667,49.55002,TRUE,TRUE,TRUE,TRUE
"382",10.75,48.85002,TRUE,TRUE,FALSE,TRUE
"383",15,47.8,TRUE,TRUE,FALSE,TRUE
"384",8.91667,54.15003,TRUE,TRUE,TRUE,TRUE
"385",8.91667,54.05003,TRUE,TRUE,TRUE,TRUE
"386",8.75,54.65003,TRUE,FALSE,TRUE,TRUE
"387",8.91667,54.25003,FALSE,FALSE,FALSE,TRUE
"388",8.2,55.5,FALSE,TRUE,TRUE,TRUE
"389",8.75,54.75003,TRUE,TRUE,TRUE,TRUE
"390",8.41667,54.95003,FALSE,FALSE,TRUE,TRUE
"391",8.58333,54.95003,TRUE,TRUE,FALSE,TRUE
"392",8.41667,55.05003,TRUE,TRUE,TRUE,TRUE
"393",10.41667,53.85003,FALSE,FALSE,TRUE,TRUE
"394",8.58333,52.75003,TRUE,TRUE,TRUE,TRUE
"395",8.5,57,TRUE,TRUE,TRUE,TRUE
"396",12.25,49.35003,TRUE,TRUE,TRUE,TRUE
"397",17.4,54.7,TRUE,FALSE,TRUE,TRUE
"398",8.25,51.15003,TRUE,TRUE,TRUE,TRUE
"399",11.91667,48.15002,TRUE,TRUE,TRUE,TRUE
"400",11.08333,49.25003,TRUE,TRUE,TRUE,TRUE
"401",9.41667,50.05003,TRUE,TRUE,TRUE,TRUE
"402",20.1,49.1,TRUE,TRUE,FALSE,TRUE
"403",16.9,48.7,TRUE,TRUE,TRUE,TRUE
"404",11.91667,53.35003,FALSE,TRUE,TRUE,TRUE
"405",19.7,64.3,TRUE,TRUE,FALSE,TRUE
"406",12.08333,53.35003,TRUE,FALSE,TRUE,TRUE
"407",10.08333,49.65003,TRUE,TRUE,FALSE,TRUE
"408",14.25,52.45003,TRUE,TRUE,TRUE,TRUE
"409",23.8,35.3,TRUE,TRUE,TRUE,TRUE
"410",23.8,35.2,TRUE,TRUE,TRUE,TRUE
"411",23.9,35.3,TRUE,TRUE,TRUE,TRUE
"412",10.75,53.85003,TRUE,TRUE,TRUE,TRUE
"413",11.08333,49.55003,FALSE,TRUE,TRUE,TRUE
"414",7.75,53.75003,TRUE,TRUE,TRUE,TRUE
"415",-2.3,46.7,TRUE,TRUE,TRUE,TRUE
"416",24.7,59.4,TRUE,TRUE,TRUE,TRUE
"417",24.9,60.1,TRUE,TRUE,TRUE,TRUE
"418",18.5,57.5,TRUE,TRUE,TRUE,TRUE
